trial_id,objective_score,best_val_rmse,best_val_mae,best_train_rmse,best_train_mae,generalization_gap,best_epoch,batch_size,learning_rate,weight_decay,hidden_layers,dropout,loss_name,norm_name,activation_name,text_max_features,text_min_df,text_svd_components,category_min_count
95,0.08228893540050987,0.08228893540050987,0.0436838559916454,0.07592809852085632,0.04091720133283386,0.006360836879653553,18,96,6e-05,0.0002,"[128, 64]",0.12,huber,layernorm,silu,3000,3,32,16
200,0.08234692499307919,0.08234692499307919,0.034663898017018885,0.0762248671636093,0.03546974882851715,0.006122057829469896,16,96,5e-05,7e-05,"[128, 64]",0.15,huber,layernorm,silu,3000,3,40,10
59,0.08250865237370618,0.08250865237370618,0.055472864893269656,0.07926849717039085,0.052417966247194095,0.0032401552033153314,32,64,3e-05,0.00015,"[128, 64, 32, 16]",0.12,huber,layernorm,silu,3000,3,32,10
128,0.0826238534711104,0.0826238534711104,0.04777498198260227,0.07780301691931295,0.04288400633527577,0.00482083655179745,24,96,6e-05,0.00015,"[128, 64]",0.1,huber,layernorm,silu,3000,3,40,16
116,0.08300731048399684,0.08285654261039539,0.051190382741354956,0.07210270324238817,0.04070592535386565,0.010753839368007223,35,64,3e-05,7e-05,"[128, 64, 32]",0.15,huber,layernorm,silu,3000,3,40,16
10,0.08305961544793102,0.0822838856863889,0.032921849800448114,0.06840523687867839,0.03479311847215429,0.013878648807710517,35,96,6e-05,0.0002,"[96, 48]",0.12,huber,layernorm,silu,3000,3,32,16
29,0.08322914705752822,0.08322914705752822,0.02404671701891669,0.10352013518058278,0.03358127513081081,-0.020290988123054562,1,96,2e-05,0.0001,"[128, 64, 32, 16]",0.18,huber,layernorm,silu,3000,3,32,16
185,0.08334013319520009,0.08334013319520009,0.04240889972066644,0.09445240986476013,0.04970327063879425,-0.011112276669560037,18,96,5e-05,0.0002,"[128, 64]",0.15,huber,layernorm,silu,3000,3,32,12
107,0.08415518051642847,0.08415518051642847,0.04933159104708967,0.07582223460653975,0.04224384812978779,0.008332945909888714,35,64,4e-05,0.0002,"[128, 64]",0.12,huber,layernorm,silu,3000,3,48,16
134,0.08490465112843273,0.08490465112843273,0.03732499583014127,0.07776399075597772,0.03612809774313963,0.007140660372455018,25,96,5e-05,0.0002,"[128, 64]",0.15,huber,layernorm,silu,3000,3,32,16
172,0.08516726857458574,0.08516726857458574,0.024904256971011608,0.09397800876800709,0.028637345579546405,-0.008810740193421346,1,64,2e-05,0.00015,"[128, 64, 32, 16, 8]",0.18,huber,layernorm,silu,3000,3,48,16
65,0.0859826092810085,0.08560489731361072,0.042255085677348925,0.07371633747662183,0.035252088769853016,0.011888559836988888,35,64,3e-05,7e-05,"[128, 64, 32]",0.18,huber,layernorm,silu,3000,3,48,10
176,0.08672704812882809,0.08672704812882809,0.0399304123347616,0.08428219136173656,0.041500085071833955,0.0024448567670915244,35,64,3e-05,0.0002,"[128, 64, 32]",0.1,huber,layernorm,silu,3000,3,48,10
54,0.08730390027031049,0.08730390027031049,0.042439161850313836,0.0865061674247745,0.04506092762829248,0.0007977328455359839,17,64,5e-05,7e-05,"[96, 48]",0.1,huber,layernorm,silu,3000,3,48,12
94,0.0896264657554048,0.0896264657554048,0.03870664265355453,0.09968887611826993,0.048568652528514576,-0.010062410362865135,35,64,2e-05,0.0002,"[128, 64, 32]",0.12,huber,layernorm,silu,3000,3,32,10
73,0.09032298805375599,0.09032298805375599,0.05526050616954935,0.08504459652494513,0.05206671617372818,0.0052783915288108635,35,96,4e-05,7e-05,"[128, 64, 32, 16, 8]",0.15,huber,layernorm,silu,3000,3,48,12
68,0.09126040565248542,0.0909427656692224,0.04845464112136164,0.07935456575290727,0.04155119600563112,0.011588199916315128,26,64,4e-05,0.00015,"[128, 64]",0.15,huber,layernorm,silu,3000,3,40,12
175,0.09130914074401364,0.08953855436753422,0.014461548457591991,0.07068562248513711,0.011689091239376162,0.018852931882397103,1,96,2e-05,7e-05,"[128, 64, 32, 16, 8]",0.15,huber,layernorm,silu,3000,3,48,16
45,0.09173251329988626,0.09173251329988626,0.038106560707092285,0.09693778875633499,0.039323943254385985,-0.005205275456448735,1,64,4e-05,7e-05,"[128, 64, 32, 16, 8]",0.18,huber,layernorm,silu,3000,3,32,12
92,0.09271489036115906,0.09271489036115906,0.049874577028998016,0.08757711015340482,0.04665689550867976,0.005137780207754239,35,96,2e-05,7e-05,"[128, 64, 32, 16, 8]",0.1,huber,layernorm,silu,3000,3,48,12
